Time,Flow_rate,Temp_input,Temp_output,Delta_temp,Amb_temp,Power_output,GHI,DNI,pred_GHI,pred_DNI,pred_Amb_temp
04-05-2017 02:30,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,6.8
04-05-2017 03:00,0.0,0.0,0.0,0.0,6.883333333333333,0.0,0.0,0.0,0.0,0.0,6.883333333333333
04-05-2017 03:30,0.0,0.0,0.0,0.0,6.283333333333334,0.0,0.0,0.0,0.0,0.0,6.283333333333334
04-05-2017 04:00,0.0,0.0,0.0,0.0,6.533333333333332,0.0,0.0,0.0,0.0,0.0,6.533333333333332
04-05-2017 04:30,0.0,0.0,0.0,0.0,6.416666666666668,0.0,0.0,0.0,0.0,0.0,6.416666666666668
04-05-2017 05:00,0.0,0.0,0.0,0.0,6.066666666666666,0.0,0.0,0.0,0.0,0.0,6.066666666666666
04-05-2017 05:30,0.0,0.0,0.0,0.0,5.933333333333334,0.0,0.0,0.0,0.0,0.0,5.933333333333334
04-05-2017 06:00,0.0,0.0,0.0,0.0,5.433333333333334,0.0,0.0,0.0,0.0,0.0,5.433333333333334
04-05-2017 06:30,0.0,0.0,0.0,0.0,5.2,0.0,29.0,84.5,29.0,84.5,5.2
04-05-2017 07:00,0.0,0.0,0.0,0.0,4.866666666666667,0.0,58.0,169.0,58.0,169.0,4.866666666666667
04-05-2017 07:30,0.0,0.0,0.0,0.0,5.066666666666666,0.0,139.5,328.0,139.5,328.0,5.066666666666666
04-05-2017 08:00,0.0,0.0,0.0,0.0,5.316666666666667,0.0,221.0,487.0,221.0,487.0,5.316666666666667
04-05-2017 08:30,0.0,0.0,0.0,0.0,6.266666666666667,0.0,309.5,617.0,309.5,617.0,6.266666666666667
04-05-2017 09:00,0.0,0.0,0.0,0.0,7.966666666666666,0.0,398.0,747.0,398.0,747.0,7.966666666666666
04-05-2017 09:30,0.0,0.0,0.0,0.0,9.333333333333334,0.0,464.0,802.5,464.0,802.5,9.333333333333334
04-05-2017 10:00,1.1995,9.253,11.371833333333333,2.1188333333333325,10.75,63.89433026499998,530.0,858.0,530.0,858.0,10.75
04-05-2017 10:30,1.9883333333333333,36.969166666666666,41.31483333333333,4.345666666666664,11.966666666666669,72.41492222333328,565.0,875.0,565.0,875.0,11.966666666666669
04-05-2017 11:00,5.340666666666667,76.43083333333333,84.06983333333334,7.639,13.199999999999998,169.567387265,600.0,892.0,600.0,892.0,13.199999999999998
04-05-2017 11:30,7.560666666666667,79.05266666666667,84.892,5.839333333333333,13.966666666666669,183.80140665833335,605.0,897.0,605.0,897.0,13.966666666666669
04-05-2017 12:00,8.312833333333334,82.97183333333332,88.23649999999999,5.264666666666666,14.833333333333334,183.37309158999997,610.0,902.0,610.0,902.0,14.833333333333334
04-05-2017 12:30,8.316666666666666,86.78300000000002,92.06916666666666,5.286166666666662,15.616666666666669,184.20526748999984,583.5,894.0,583.5,894.0,15.616666666666669
04-05-2017 13:00,8.312333333333335,89.7325,94.9995,5.267000000000003,16.116666666666664,183.44232296000015,557.0,886.0,557.0,886.0,16.116666666666664
04-05-2017 13:30,8.311833333333334,91.42233333333333,96.31766666666665,4.895333333333336,16.466666666666665,170.49162235333344,501.0,856.0,501.0,856.0,16.466666666666665
04-05-2017 14:00,8.319166666666666,93.05650000000001,97.78783333333332,4.731333333333325,16.916666666666668,164.9221388766664,445.0,826.0,445.0,826.0,16.916666666666668
04-05-2017 14:30,8.313166666666666,93.75049999999999,98.03416666666665,4.283666666666666,17.466666666666665,149.21075690833334,361.0,734.5,361.0,734.5,17.466666666666665
04-05-2017 15:00,8.312000000000001,93.37066666666668,97.15566666666666,3.7850000000000015,17.51666666666667,131.81892306500006,277.0,643.0,277.0,643.0,17.51666666666667
04-05-2017 15:30,8.301833333333333,91.49616666666667,94.604,3.107833333333339,17.666666666666664,108.11194566333354,192.5,517.5,192.5,517.5,17.666666666666664
04-05-2017 16:00,8.294833333333335,88.4615,90.74000000000001,2.278500000000001,17.76666666666667,79.18930724000005,108.0,392.0,108.0,392.0,17.76666666666667
04-05-2017 16:30,8.020166666666666,83.78783333333332,85.1425,1.354666666666662,17.383333333333333,45.8716563066665,54.0,196.0,54.0,196.0,17.383333333333333
04-05-2017 17:00,2.3061666666666665,39.861000000000004,40.30566666666667,0.444666666666663,17.166666666666668,8.81410215666659,0.0,0.0,0.0,0.0,17.166666666666668
04-05-2017 17:30,0.0,0.0,0.0,0.0,16.733333333333334,0.0,0.0,0.0,0.0,0.0,16.733333333333334
04-05-2017 18:00,0.0,0.0,0.0,0.0,15.766666666666667,0.0,0.0,0.0,0.0,0.0,15.766666666666667
04-05-2017 18:30,0.0,0.0,0.0,0.0,14.933333333333332,0.0,0.0,0.0,0.0,0.0,14.933333333333332
04-05-2017 19:00,0.0,0.0,0.0,0.0,14.216666666666667,0.0,0.0,0.0,0.0,0.0,14.216666666666667
04-05-2017 19:30,0.0,0.0,0.0,0.0,13.9,0.0,0.0,0.0,0.0,0.0,13.9
04-05-2017 20:00,0.0,0.0,0.0,0.0,13.249999999999998,0.0,0.0,0.0,0.0,0.0,13.249999999999998
04-05-2017 20:30,0.0,0.0,0.0,0.0,12.733333333333336,0.0,0.0,0.0,0.0,0.0,12.733333333333336
04-05-2017 21:00,0.0,0.0,0.0,0.0,12.366666666666667,0.0,0.0,0.0,0.0,0.0,12.366666666666667
04-05-2017 21:30,0.0,0.0,0.0,0.0,11.716666666666667,0.0,0.0,0.0,0.0,0.0,11.716666666666667
04-05-2017 22:00,0.0,0.0,0.0,0.0,11.333333333333336,0.0,0.0,0.0,0.0,0.0,11.333333333333336
04-05-2017 22:30,0.0,0.0,0.0,0.0,11.100000000000001,0.0,0.0,0.0,0.0,0.0,11.100000000000001
04-05-2017 23:00,0.0,0.0,0.0,0.0,10.950000000000001,0.0,0.0,0.0,0.0,0.0,10.950000000000001
04-05-2017 23:30,0.0,0.0,0.0,0.0,10.466666666666667,0.0,0.0,0.0,0.0,0.0,10.466666666666667
05-05-2017 00:00,0.0,0.0,0.0,0.0,10.083333333333334,0.0,0.0,0.0,0.0,0.0,10.083333333333334
05-05-2017 00:30,0.0,0.0,0.0,0.0,9.866666666666665,0.0,0.0,0.0,0.0,0.0,9.866666666666665
05-05-2017 01:00,0.0,0.0,0.0,0.0,9.450000000000001,0.0,0.0,0.0,0.0,0.0,9.450000000000001
05-05-2017 01:30,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0
05-05-2017 02:00,0.0,0.0,0.0,0.0,8.616666666666667,0.0,0.0,0.0,0.0,0.0,8.616666666666667
05-05-2017 02:30,0.0,0.0,0.0,0.0,8.200000000000001,0.0,0.0,0.0,0.0,0.0,8.200000000000001
05-05-2017 03:00,0.0,0.0,0.0,0.0,7.883333333333334,0.0,0.0,0.0,0.0,0.0,7.883333333333334
05-05-2017 03:30,0.0,0.0,0.0,0.0,7.6499999999999995,0.0,0.0,0.0,0.0,0.0,7.6499999999999995
05-05-2017 04:00,0.0,0.0,0.0,0.0,7.466666666666666,0.0,0.0,0.0,0.0,0.0,7.466666666666666
05-05-2017 04:30,0.0,0.0,0.0,0.0,7.316666666666666,0.0,0.0,0.0,0.0,0.0,7.316666666666666
05-05-2017 05:00,0.0,0.0,0.0,0.0,7.133333333333334,0.0,0.0,0.0,0.0,0.0,7.133333333333334
05-05-2017 05:30,0.0,0.0,0.0,0.0,6.900000000000001,0.0,0.0,0.0,0.0,0.0,6.900000000000001
05-05-2017 06:00,0.0,0.0,0.0,0.0,6.683333333333334,0.0,0.0,0.0,0.0,0.0,6.683333333333334
05-05-2017 06:30,0.0,0.0,0.0,0.0,6.583333333333332,0.0,26.0,55.5,26.0,55.5,6.583333333333332
05-05-2017 07:00,0.0,0.0,0.0,0.0,6.5,0.0,52.0,111.0,52.0,111.0,6.5
05-05-2017 07:30,0.0,0.0,0.0,0.0,6.400000000000001,0.0,128.0,240.0,128.0,240.0,6.400000000000001
05-05-2017 08:00,0.0,0.0,0.0,0.0,6.983333333333333,0.0,204.0,369.0,204.0,369.0,6.983333333333333
05-05-2017 08:30,0.0,0.0,0.0,0.0,7.966666666666666,0.0,276.5,447.0,276.5,447.0,7.966666666666666
05-05-2017 09:00,0.0,0.0,0.0,0.0,9.383333333333335,0.0,349.0,525.0,349.0,525.0,9.383333333333335
05-05-2017 09:30,0.0,0.0,0.0,0.0,11.183333333333332,0.0,376.5,459.5,376.5,459.5,11.183333333333332
05-05-2017 10:00,0.0,0.0,0.0,0.0,12.766666666666667,0.0,404.0,394.0,404.0,394.0,12.766666666666667
05-05-2017 10:30,0.0,0.0,0.0,0.0,13.950000000000001,0.0,463.5,502.0,463.5,502.0,13.950000000000001
05-05-2017 11:00,0.0,0.0,0.0,0.0,15.100000000000001,0.0,523.0,610.0,523.0,610.0,15.100000000000001
05-05-2017 11:30,0.5391666666666667,12.146166666666666,13.486833333333335,1.3406666666666684,16.083333333333332,18.17226743333336,552.0,699.5,552.0,699.5,16.083333333333332
05-05-2017 12:00,3.374,62.946333333333335,68.56266666666667,5.616333333333337,16.866666666666667,95.25349908000008,581.0,789.0,581.0,789.0,16.866666666666667
05-05-2017 12:30,4.821666666666667,78.64333333333333,83.9075,5.264166666666665,17.650000000000002,105.87938028166666,566.5,822.5,566.5,822.5,17.650000000000002
05-05-2017 13:00,7.746166666666666,81.93683333333333,85.52716666666667,3.590333333333336,18.116666666666667,115.44510139833342,552.0,856.0,552.0,856.0,18.116666666666667
05-05-2017 13:30,8.315,86.50633333333333,89.80233333333335,3.2960000000000043,18.583333333333336,114.84653126666683,495.5,802.0,495.5,802.0,18.583333333333336
05-05-2017 14:00,8.316833333333333,91.49716666666666,94.255,2.7578333333333327,18.85,96.16612996333333,439.0,748.0,439.0,748.0,18.85
05-05-2017 14:30,8.320166666666665,92.00883333333333,94.05099999999999,2.0421666666666667,18.883333333333333,71.20231038500002,318.0,478.0,318.0,478.0,18.883333333333333
05-05-2017 15:00,8.319166666666666,96.84700000000002,99.65350000000001,2.806499999999995,19.266666666666666,97.82322468333318,197.0,208.0,197.0,208.0,19.266666666666666
